course_code,course_name,department,teacher,credits,enrollment,class_capacity,teaching_class,campus,course_type,schedule_text,has_virtual_schedule,is_weekend_course,time_bucket
MSE8348,核工程材料(研）,研究生院,沈朝,2.0,0,3.0,MSE8348-050-M01,闵行,nan,星期一第11-12节{2-17周},False,False,evening
PHIL6309,德国哲学(研）,研究生院,王鸿赫,2.0,0,1.0,PHIL6309-09000-M01,闵行,nan,星期一第11-12节{2-17周},False,False,evening
ENVR0105,水-环境-能源,环境科学与工程学院,张礼知,2.0,0,100.0,(2025-2026-1)-ENVR0105-01,闵行,公共选修课,星期一第9-12节{1-16周},False,False,mixed
ART1125,造型艺术实践-油画,设计学院,段滨,2.0,15,15.0,(2025-2026-1)-ART1125-01,闵行,公共选修课,星期一第11-13节{1-6周};星期四第11-13节{1-6周},False,False,evening
ECON9017,金融市场与机构(研）,研究生院,宋忠智,3.0,0,3.0,ECON9017-12000-金融硕士,徐汇,nan,星期一第11-13节{1-8周};星期四第7-9节{1-8周},False,False,evening
ECON8102,行业研究方法（研）,研究生院,唐宗明,2.0,0,3.0,ECON8102-12000-金融硕士,徐汇,nan,星期一第11-13节{9周};星期三第11-13节{2-11周},False,False,evening
ECON1002,经济学原理与中国发展,安泰经济与管理学院,徐玏,3.0,100,100.0,(2025-2026-1)-ECON1002-01,闵行,通识核心课程,星期一第11-13节{1-16周},False,False,evening
HORT1105,芳香植物与大健康,设计学院,马莉,2.0,100,100.0,(2025-2026-1)-HORT1105-01,闵行,公共选修课,星期一第11-13节{1-11周},False,False,evening
SOC1007,职业生涯发展与规划,学生就业服务与职业发展中心,张新安,2.0,50,50.0,(2025-2026-1)-SOC1007-01,闵行,通识核心课程,星期一第11-13节{1-11周},False,False,evening
ECON4601,供应链金融,安泰经济与管理学院,刘少轩,2.0,50,50.0,(2025-2026-1)-ECON4601-01,徐汇,限选,星期一第11-13节{1-11周},False,False,evening
MSE1010,万物之材：面向日常生活的材料工程,材料科学与工程学院,杨超,2.0,35,35.0,(2025-2026-1)-MSE1010-01,闵行,通识核心课程,星期一第11-13节{1-11周},False,False,evening
AI1006,人工智能与人文社科,安泰经济与管理学院,刘慧康,2.0,50,50.0,(2025-2026-1)-AI1006-02,闵行,通识核心课程,星期一第11-13节{1-11周},False,False,evening
AE1107,飞行器设计的自然原理与启发,航空航天学院,向阳,2.0,16,50.0,(2025-2026-1)-AE1107-01,闵行,公共选修课,星期一第11-13节{1-11周},False,False,evening
MUSI3507,世界音乐文化,人文学院,胡慈舟,2.0,8,50.0,(2025-2026-1)-MUSI3507-01,闵行,必修,星期一第11-13节{1-11周},False,False,evening
PAC4911,梅兰竹菊与创作,人文学院,王琦,2.0,3,25.0,(2025-2026-1)-PAC4911-01,闵行,必修,星期一第11-13节{1-11周},False,False,evening
ME912,飞越未来：空气动力与人类飞行,航空航天学院,张辰,2.0,50,50.0,(2025-2026-1)-ME912-01,闵行,通识核心课程,星期一第11-13节{1-11周},False,False,evening
BI904,海洋世界探秘,生命科学技术学院,赵维殳,2.0,50,50.0,(2025-2026-1)-BI904-01,闵行,通识核心课程,星期一第11-13节{1-11周},False,False,evening
CE1001,工程经济与管理,船舶海洋与建筑工程学院,史健勇,2.0,29,30.0,(2025-2026-1)-CE1001-01,闵行,通识核心课程,星期一第11-13节{1-11周},False,False,evening
FOST1109,植物与生活,农业与生物学院,耿雪青,2.0,22,50.0,(2025-2026-1)-FOST1109-01,闵行,公共选修课,星期一第11-13节{1-11周},False,False,evening
LAW1001,法律思维与法学经典阅读,凯原法学院,杨力,2.0,50,50.0,(2025-2026-1)-LAW1001-01,闵行,通识核心课程,星期一第11-13节{1-11周},False,False,evening
LAW1005,欧盟法律文化导论,凯原法学院,侯利阳,2.0,60,60.0,(2025-2026-1)-LAW1005-01,闵行,通识核心课程,星期一第11-13节{1-11周},False,False,evening
LAW2314,民事诉讼法,凯原法学院,吴泽勇,4.0,21,9.0,(2025-2026-1)-LAW2314-01,闵行,必修,星期一第11-13节{1-11周};星期四第11-13节{1-11周},False,False,evening
MU042,非洲鼓演奏体验,设计学院,王丽华,2.0,28,30.0,(2025-2026-1)-MU042-01,闵行,公共选修课,星期一第11-13节{1-11周},False,False,evening
MU106,钢琴音乐,人文学院,杜鹃,2.0,15,15.0,(2025-2026-1)-MU106-03,闵行,公共选修课,星期一第11-13节{1-11周},False,False,evening
PHAR1101,中药学通论,药学院,王梦月,2.0,40,40.0,(2025-2026-1)-PHAR1101-01,闵行,公共选修课,星期一第11-13节{1-11周},False,False,evening
SOC1006,人际交往艺术,上海交大-南加州大学文化创意产业学院,薛可,2.0,30,30.0,(2025-2026-1)-SOC1006-01,闵行,通识核心课程,星期一第11-13节{1-11周},False,False,evening
ART1125,造型艺术实践-油画,设计学院,段滨,2.0,15,15.0,(2025-2026-1)-ART1125-02,闵行,公共选修课,星期一第11-13节{7-12周};星期四第11-13节{7-12周},False,False,evening
LAW6198,社会系统论法学(研）,研究生院,宾凯,2.0,0,10.0,LAW6198-19000-X01,徐汇,nan,星期一第11-13节{2-12周},False,False,evening
LAW6323,比较刑事诉讼法(研）,研究生院,孙长永,2.0,0,10.0,LAW6323-19000-X01,徐汇,nan,星期一第11-13节{2-12周},False,False,evening
LAW6471,买卖法(研）,研究生院,庄加园,2.0,0,10.0,LAW6471-19000-X01,徐汇,nan,星期一第11-13节{2-12周},False,False,evening
LAW6579,市场规制法(研）,研究生院,李剑,2.0,0,10.0,LAW6579-19000-X01,徐汇,nan,星期一第11-13节{2-12周},False,False,evening
LAW6613,企业法(研）,研究生院,李俊明;王桦宇,2.0,0,10.0,LAW6613-19000-X01,徐汇,nan,星期一第11-13节{2-12周},False,False,evening
LAW6919,著作权法(研）,研究生院,胡滨斌,2.0,0,10.0,LAW6919-19000-X01,徐汇,nan,星期一第11-13节{2-12周},False,False,evening
LAW6927,知识产权前沿问题(研）,研究生院,孔祥俊,2.0,0,10.0,LAW6927-19000-X01,徐汇,nan,星期一第11-13节{2-12周},False,False,evening
AGRI8001,园艺科学进展(研）,研究生院,尹若贺;马超;连红莉,2.0,0,5.0,AGRI8001-150-M01,闵行,nan,星期一第11-13节{2-12周},False,False,evening
FOST8020,食品合成生物学(研）,研究生院,马晓强,2.0,0,3.0,FOST8020-150-M01,闵行,nan,星期一第11-13节{2-12周},False,False,evening
HORT8010,植物细胞与发育(研）,研究生院,李洁;陈诚,2.0,0,2.0,HORT8010-150-M01,闵行,nan,星期一第11-13节{2-12周},False,False,evening
IST6013,人工智能原理(研）,研究生院,王遥,2.0,1,2.0,IST6013-035-M01,闵行,nan,星期一第11-13节{2-12周},False,False,evening
PHAR8114,肿瘤免疫学(研）,研究生院,邓刘福,2.0,0,10.0,PHAR8114-17000-M01,闵行,nan,星期一第11-13节{2-12周},False,False,evening
PUM8203,公民社会与第三部门研究(研）,研究生院,徐家良,2.0,0,5.0,PUM8203-13000-X01,闵行,nan,星期一第11-13节{2-12周},False,False,evening
BUS1510J,营销管理,密西根学院,李杰,2.0,0,20.0,(2025-2026-1)-BUS1510J-01,闵行,限选,星期一第11-13节{1-12周},False,False,evening
ART1122,陶艺与艺术铸造,学生创新中心,许敬,2.0,20,20.0,(2025-2026-1)-ART1122-01,闵行,公共选修课,星期一第11-13节{3-13周},False,False,evening
CS1107,VR/AR设计与开发实践,学生创新中心,赵伟明,2.0,30,30.0,(2025-2026-1)-CS1107-01,闵行,公共选修课,"星期一第11-13节{3-12周,14周}",False,False,evening
ECON8113,企业兼并收购实务(研）,研究生院,俞铁成,1.0,0,3.0,ECON8113-12000-金融硕士,徐汇,nan,星期一第11-13节{10-14周},False,False,evening
MSE1006,秘宝寻材：宝藏中的材料科学,材料科学与工程学院,彭立明,2.0,150,60.0,(2025-2026-1)-MSE1006-01,闵行,通识核心课程,星期一第11-13节{5-15周},False,False,evening
BUSS0103,碳中和商业与科技,安泰经济与管理学院,马铁驹,2.0,52,30.0,(2025-2026-1)-BUSS0103-01,闵行,新生研讨课,星期一第11-13节{5-15周},False,False,evening
MS0101,微生物海洋学与极端生命,海洋学院,王风平,2.0,55,16.0,(2025-2026-1)-MS0101-01,闵行,新生研讨课,星期一第11-13节{5-15周},False,False,evening
MSE1001,材料与文明,材料科学与工程学院,赵冰冰,2.0,0,30.0,(2025-2026-1)-MSE1001-01,闵行,通识核心课程,星期一第11-13节{5-15周},False,False,evening
NAOE0102,新船型研究与探索,船舶海洋与建筑工程学院,王健,2.0,38,30.0,(2025-2026-1)-NAOE0102-01,闵行,新生研讨课,星期一第11-13节{5-15周},False,False,evening
SP062,航空航天技术历史与展望,机械与动力工程学院,赵万生,2.0,35,30.0,(2025-2026-1)-SP062-01,闵行,新生研讨课,星期一第11-13节{5-15周},False,False,evening
SP155,奇妙的低温世界,机械与动力工程学院,巨永林,2.0,44,30.0,(2025-2026-1)-SP155-01,闵行,新生研讨课,星期一第11-13节{5-15周},False,False,evening
SP267,精准医学与我们的健康,生命科学技术学院,秦胜营,2.0,77,25.0,(2025-2026-1)-SP267-01,闵行,新生研讨课,星期一第11-13节{5-15周},False,False,evening
CHEM1218,医用有机化学(C类),医学院,杨秀岩,3.5,98,98.0,(2025-2026-1)-CHEM1218-01,闵行,必修,星期一第11-13节{6-16周};星期三第11-13节{6-16周},False,False,evening
MGTS3401,数据结构,安泰经济与管理学院,邓琪,3.0,35,35.0,(2025-2026-1)-MGTS3401-02,徐汇,"必修,限选",星期一第11-13节{1-16周},False,False,evening
ECON3514,应用计量经济学,安泰经济与管理学院,郭士祺,3.0,55,40.0,(2025-2026-1)-ECON3514-02,徐汇,"必修,限选",星期一第11-13节{1-16周},False,False,evening
MUSI2508,作曲技术理论（1）,人文学院,王茕,3.0,6,50.0,(2025-2026-1)-MUSI2508-01,闵行,必修,星期一第11-13节{1-16周},False,False,evening
JCCX0030,生物医学信号与影像处理基础,致远学院,戴文睿,3.0,7,30.0,(2025-2026-1)-JCCX0030-01,闵行,交叉课程,星期一第11-13节{1-16周},False,False,evening
JCCX0028,大数据分析方法,致远学院,周文武,3.0,30,30.0,(2025-2026-1)-JCCX0028-01,闵行,交叉课程,星期一第11-13节{1-16周},False,False,evening
ART1002,书法与中国美学,人文学院,周斌,3.0,30,30.0,(2025-2026-1)-ART1002-01,闵行,通识核心课程,星期一第11-13节{1-16周},False,False,evening
AST2601,天体物理概论,物理与天文学院,韩家信,3.0,15,15.0,(2025-2026-1)-AST2601-01,闵行,"必修,交叉课程,限选",星期一第11-13节{1-16周},False,False,evening
ASTR8104,天体物理中的数量级估算(研）,研究生院,Alessandro Sonnenfeld,3.0,0,10.0,ASTR8104-072-M01,闵行,nan,星期一第11-13节{1-16周},False,False,evening
AU3501,自动控制原理B,自动化与感知学院,杨明,3.0,40,40.0,(2025-2026-1)-AU3501-05,闵行,必修,星期一第11-13节{1-16周},False,False,evening
MARX1219,习近平新时代中国特色社会主义思想概论,马克思主义学院,孟少杰,3.0,90,90.0,(2025-2026-1)-MARX1219-15,闵行,必修,星期一第11-13节{1-16周},False,False,evening
MARX1219,习近平新时代中国特色社会主义思想概论,马克思主义学院,侯冠华,3.0,98,98.0,(2025-2026-1)-MARX1219-27,闵行,必修,星期一第11-13节{1-16周},False,False,evening
MARX1219,习近平新时代中国特色社会主义思想概论,马克思主义学院,魏崇辉,3.0,82,85.0,(2025-2026-1)-MARX1219-21,闵行,必修,星期一第11-13节{1-16周},False,False,evening
HIS1503,世界近现代史,人文学院,陈浩,3.0,8,50.0,(2025-2026-1)-HIS1503-01,闵行,必修,星期一第11-13节{1-16周},False,False,evening
HIS2501,历史地理学概念,人文学院,李玉偿,3.0,6,50.0,(2025-2026-1)-HIS2501-01,闵行,必修,星期一第11-13节{1-16周},False,False,evening
FL4683,法语写作,外国语学院,"THIERRY, Fine, VAN CHUNG",3.0,10,60.0,(2025-2026-1)-FL4683-01,闵行,必修,星期一第11-13节{1-16周},False,False,evening
FL3580,基础德语（2）,外国语学院,薛原,6.0,7,60.0,(2025-2026-1)-FL3580-01,闵行,必修,星期一第11-13节{1-16周};星期三第11-13节{1-16周},False,False,evening
MATH4705,生存分析,数学科学学院,马诗洋,3.0,5,19.0,(2025-2026-1)-MATH4705-01,闵行,限选,星期一第11-13节{1-16周},False,False,evening
AI3607,深度学习及应用,致远学院,严骏驰,3.0,2,31.0,(2025-2026-1)-AI3607-01,闵行,限选,星期一第11-13节{1-16周},False,False,evening
BUSS1302,管理学原理（D类）,安泰经济与管理学院,李寿德,3.0,0,9.0,(2025-2026-1)-BUSS1302-07,闵行,"必修,限选",星期一第11-13节{1-16周},False,False,evening
BUSS3620,人工智能导论,安泰经济与管理学院,刘佳璐,3.0,50,50.0,(2025-2026-1)-BUSS3620-02,闵行,限选,星期一第11-13节{1-16周},False,False,evening
NAOE3339,智能船舶基础-Ⅱ,船舶海洋与建筑工程学院,邹璐,3.0,51,51.0,(2025-2026-1)-NAOE3339-01,闵行,"交叉课程,限选",星期一第11-13节{1-16周},False,False,evening
PHIL2505,艺术哲学,人文学院,陈勇,3.0,7,30.0,(2025-2026-1)-PHIL2505-01,闵行,限选,星期一第11-13节{1-16周},False,False,evening
MARX1208,思想道德与法治,马克思主义学院,王晓玲,3.0,93,93.0,(2025-2026-1)-MARX1208-40,闵行,必修,星期一第11-13节{1-16周},False,False,evening
MARX1208,思想道德与法治,马克思主义学院,尚红娟,3.0,104,104.0,(2025-2026-1)-MARX1208-39,闵行,必修,星期一第11-13节{1-16周},False,False,evening
CHEM4423,有机合成,致远学院,张兆国,3.0,13,18.0,(2025-2026-1)-CHEM4423-01,闵行,限选,星期一第11-13节{1-16周},False,False,evening
CS0501H,数据结构（荣誉）,致远学院,姜丽红,3.0,18,30.0,(2025-2026-1)-CS0501H-01,闵行,必修,星期一第11-13节{1-16周},False,False,evening
CS155,无人驾驶算法开发,学生创新中心,黄宏成,3.0,30,30.0,(2025-2026-1)-CS155-01,闵行,公共选修课,星期一第11-13节{1-16周},False,False,evening
CS4304,大数据算法与分析,计算机学院,郑冠杰,3.0,12,60.0,(2025-2026-1)-CS4304-01,闵行,限选,星期一第11-13节{1-16周},False,False,evening
CS7307,计算机系统安全分析（研）,研究生院,张媛媛,3.0,0,10.0,CS7307-03300-M01,闵行,nan,星期一第11-13节{1-16周},False,False,evening
CS7346,大数据算法设计与分析(研）,研究生院,郑冠杰;刘卫文,3.0,1,10.0,CS7346-03300-M01,闵行,nan,星期一第11-13节{1-16周},False,False,evening
ECON2403,中级宏观经济学,安泰经济与管理学院,喻洋,3.0,28,20.0,(2025-2026-1)-ECON2403-08,闵行,"必修,限选",星期一第11-13节{1-16周},False,False,evening
MUSI1007,中国现当代歌曲歌词鉴赏与文化研究,人文学院,龙其林,3.0,30,30.0,(2025-2026-1)-MUSI1007-02,闵行,通识核心课程,星期一第11-13节{1-16周},False,False,evening
LAW2309,商法,凯原法学院,崔香梅,3.0,45,20.0,(2025-2026-1)-LAW2309-02,闵行,必修,星期一第11-13节{1-16周},False,False,evening
MATH3606,微分几何,数学科学学院,Tobias Diez,3.0,83,83.0,(2025-2026-1)-MATH3606-01,闵行,限选,星期一第11-13节{1-16周},False,False,evening
MARX1202,中国近现代史纲要,马克思主义学院,张杨,3.0,107,116.0,(2025-2026-1)-MARX1202-17,闵行,必修,星期一第11-13节{1-16周},False,False,evening
MARX1203,毛泽东思想和中国特色社会主义理论体系概论,马克思主义学院,牟鲁霞,3.0,90,90.0,(2025-2026-1)-MARX1203-05,闵行,必修,星期一第11-13节{1-16周},False,False,evening
MARX1203,毛泽东思想和中国特色社会主义理论体系概论,马克思主义学院,陈华栋,3.0,90,90.0,(2025-2026-1)-MARX1203-06,闵行,必修,星期一第11-13节{1-16周},False,False,evening
MARX1203,毛泽东思想和中国特色社会主义理论体系概论,马克思主义学院,周杰,3.0,90,90.0,(2025-2026-1)-MARX1203-07,闵行,必修,星期一第11-13节{1-16周},False,False,evening
MARX1204,马克思主义基本原理,马克思主义学院,徐艳如,3.0,92,90.0,(2025-2026-1)-MARX1204-11,闵行,必修,星期一第11-13节{1-16周},False,False,evening
MATH6205,复杂网络(研）,研究生院,张晓东,3.0,0,10.0,MATH6205-071-M01,闵行,nan,星期一第11-13节{1-16周},False,False,evening
PUM6004,社会科学研究方法（研）,研究生院,田园,3.0,1,5.0,PUM6004-13000-X01,徐汇,nan,星期一第11-13节{2-17周},False,False,evening
AE6001,民用航空发动机原理(研）,研究生院,朱铭敏,3.0,0,5.0,AE6001-41300-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
AE8121,航天系统工程(研）,研究生院,慕忠成;吴树范,3.0,0,5.0,AE8121-41300-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
AE8124,固体力学(研）,研究生院,徐武,3.0,0,5.0,AE8124-41300-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
CHEM6401,现代科学分析与技术(研）,研究生院,徐鹏涛;李磊,3.0,0,10.0,CHEM6401-11000-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
EI8709,卫星互联网(研）,研究生院,应凯,3.0,0,5.0,EI8709-03700-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
EST6701,高等半导体物理与器件(研）,研究生院,李海华,3.0,0,10.0,EST6701-03900-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
EST6702,集成电路设计基础(研）,研究生院,毛志刚,3.0,1,10.0,EST6702-03900-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
EST6706,高等模拟集成电路设计(研）,研究生院,陈铭易,3.0,1,10.0,EST6706-03900-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
HST7021,科学史文献与经典研究(研）,研究生院,董煜宇,3.0,0,1.0,HST7021-09000-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
JC8609,健康传播研究(研）,研究生院,李耘耕,3.0,0,2.0,JC8609-200-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
MATH6005,矩阵理论（研）,研究生院,陈国度,3.0,4,5.0,MATH6005-M02,闵行,nan,星期一第11-13节{2-17周},False,False,evening
MATH6005,矩阵理论（研）,研究生院,孙士锋;汪哲东,3.0,1,5.0,MATH6005-03600-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
MATH6015H,最优化方法(研),研究生院,范金燕,3.0,0,5.0,MATH6015H-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
ME6126,高等结构动力学(研）,研究生院,谌勇;董兴建,3.0,0,15.0,ME6126-020-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
MSE6303,材料光电磁性能(研）,研究生院,李伟;陶可,3.0,0,3.0,MSE6303-050-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
MSE6701H,多尺度材料模拟与计算(研）,研究生院,刘桂森;刘泓,3.0,0,3.0,MSE6701H-050-M02,闵行,nan,星期一第11-13节{2-17周},False,False,evening
NAOE8112,高等船舶流体力学(研）,研究生院,范菊,3.0,0,6.0,NAOE8112-010-M01,闵行,nan,星期一第11-13节{2-17周},False,False,evening
CHEM1302,大学化学实验,化学化工学院,彭宗林,1.0,28,30.0,(2025-2026-1)-CHEM1302-01,闵行,限选,星期一第11-14节{2-6周},False,False,evening
CHEM1302,大学化学实验,化学化工学院,张勇,1.0,13,30.0,(2025-2026-1)-CHEM1302-02,闵行,限选,星期一第11-14节{2-6周},False,False,evening
PHY1222,大学物理实验（2）,物理与天文学院,王宇兴,1.0,210,210.0,(2025-2026-1)-PHY1222-05,闵行,必修,星期一第11-14节{3-9周},False,False,evening
CHEM1302,大学化学实验,化学化工学院,金鑫,1.0,29,29.0,(2025-2026-1)-CHEM1302-09,闵行,必修,星期一第11-14节{7-10周},False,False,evening
CHEM1303,无机化学实验,致远学院,周琳,1.0,4,4.0,(2025-2026-1)-CHEM1303-03,闵行,必修,星期一第11-14节{2-11周},False,False,evening
CHEM1302,大学化学实验,化学化工学院,韩莉,1.0,0,20.0,(2025-2026-1)-CHEM1302-07,闵行,必修,星期一第11-14节{11-14周},False,False,evening
PHY1222,大学物理实验（2）,物理与天文学院,王宇兴,1.0,209,210.0,(2025-2026-1)-PHY1222-11,闵行,必修,星期一第11-14节{10-15周},False,False,evening
BIO2732,生物学实验2,生命科学技术学院,丛峰松,3.0,20,20.0,(2025-2026-1)-BIO2732-01,闵行,必修,星期一第11-14节{3-15周};星期二第11-14节{3-15周};星期三第11-14节{3-15周};星期四第11-14节{3-15周},False,False,evening
PHY1224H,基础物理实验（荣誉）（2）,致远学院,王宇兴,1.0,39,40.0,(2025-2026-1)-PHY1224H-02,闵行,必修,星期一第11-14节{3-15周},False,False,evening
DES2612,跨文化视野下传统媒介与技法的当代创新,设计学院,陈雨桐,2.0,17,20.0,(2025-2026-1)-DES2612-01,闵行,限选,星期一第11-14节{9-16周},False,False,evening
CHEM1304,无机化学实验,化学化工学院,江文峰,1.0,29,29.0,(2025-2026-1)-CHEM1304-06,闵行,必修,星期一第11-14节{2-16周},False,False,evening
CHEM1304,无机化学实验,化学化工学院,邱惠斌,1.0,25,25.0,(2025-2026-1)-CHEM1304-04,闵行,必修,星期一第11-14节{2-16周},False,False,evening
CHEM1304,无机化学实验,化学化工学院,周琳,1.0,25,25.0,(2025-2026-1)-CHEM1304-05,闵行,必修,星期一第11-14节{2-16周},False,False,evening
FL1819P,法语入门,巴黎卓越工程师学院,Fredy TABOURIN,4.0,0,25.0,(2025-2026-1)-FL1819P-07,闵行,必修,"星期二第1-2节{1-4周};星期四第3-4,9-10节{1-4周}",False,False,morning
TE4716,隧道与地下工程,船舶海洋与建筑工程学院,陈军,2.0,10,25.0,(2025-2026-1)-TE4716-01,闵行,限选,星期二第1-2节{1-8周};星期四第3-4节{1-8周},False,False,morning
PSY1202,大学生心理健康,学指委（学生处、团委、人武部）合署,张洪英,2.0,0,330.0,(2025-2026-1)-PSY1202-01,闵行,必修,星期二第1-2节{5-8周};星期四第1-2节{5-8周},False,False,morning
LAW6867,法律英语(研）,研究生院,Thomas Coendet,3.0,0,10.0,LAW6867-19000-X01,徐汇,nan,星期二第1-2节{1-8周};星期三第1-2节{1-8周};星期四第1-2节{1-8周},False,False,morning
FL4605P,城市可持续发展,巴黎卓越工程师学院,Aline Chevalier,2.0,0,38.0,(2025-2026-1)-FL4605P-01,闵行,"通识核心课程,限选",星期二第1-2节{1-8周};星期四第3-4节{1-8周},False,False,morning
CS3339,机器学习（强化）,计算机学院,张丽清,3.0,25,60.0,(2025-2026-1)-CS3339-01,闵行,限选,星期二第1-2节{1-8周};星期二第3-4节{9-16周};星期四第9-10节{1-8周},True,False,morning
MECH3532,结构力学（D类）,船舶海洋与建筑工程学院,张晨利,2.0,6,26.0,(2025-2026-1)-MECH3532-01,闵行,限选,星期二第1-2节{1-8周};星期五第3-4节{1-8周},False,False,morning
ED2202,设计思维,设计学院,庄慎,1.0,48,48.0,(2025-2026-1)-ED2202-02,闵行,必修,星期二第1-2节{1-8周},False,False,morning
ED2404,低碳健康建筑概论,设计学院,赖达祎,1.0,15,24.0,(2025-2026-1)-ED2404-01,闵行,限选,星期二第1-2节{1-8周},False,False,morning
ASCI3401,动物微生物学,农业与生物学院,严亚贤,2.0,7,8.0,(2025-2026-1)-ASCI3401-01,闵行,必修,星期二第1-2节{1-8周};星期四第9-10节{1-8周},False,False,morning
EE4304,电磁兼容技术,电气工程学院,赵刚,2.0,23,25.0,(2025-2026-1)-EE4304-01,闵行,限选,星期二第1-2节{1-8周};星期四第3-4节{1-8周},False,False,morning
IAGR3403,温室作物生长模型与专家决策系统,农业与生物学院,常丽英,2.0,8,10.0,(2025-2026-1)-IAGR3403-01,闵行,必修,星期二第1-2节{1-8周};星期四第1-2节{1-8周},False,False,morning
MATH3305P,积分、级数与傅里叶分析,巴黎卓越工程师学院,孔思佳,6.0,0,110.0,(2025-2026-1)-MATH3305P-01,闵行,必修,星期二第1-2节{1-16周};星期五第1-2节{1-16周};星期五第5-5节{1-16周},False,False,morning
MSE4402,聚合物基复合材料,材料科学与工程学院,朱申敏,2.0,15,15.0,(2025-2026-1)-MSE4402-01,闵行,限选,星期二第1-2节{1-8周};星期四第3-4节{1-8周},False,False,morning
MSE4407,失效分析,材料科学与工程学院,王家敏,2.0,13,15.0,(2025-2026-1)-MSE4407-01,闵行,限选,星期二第1-2节{1-8周};星期四第3-4节{1-8周},False,False,morning
MSE4412,半导体智能材料与器件,材料科学与工程学院,高立明,2.0,15,15.0,(2025-2026-1)-MSE4412-01,闵行,限选,星期二第1-2节{1-8周};星期四第3-4节{1-8周},False,False,morning
MSE4415,材料连接结构及工程设计,材料科学与工程学院,徐济进,2.0,15,15.0,(2025-2026-1)-MSE4415-01,闵行,限选,星期二第1-2节{1-8周};星期四第3-4节{1-8周},False,False,morning
PHAR3211,药物合成反应,药学院,姜发琴,2.0,23,30.0,(2025-2026-1)-PHAR3211-01,闵行,交叉课程,星期二第1-2节{1-8周};星期五第3-4节{1-8周},False,False,morning
CIM3153,文化产业政策与法规,媒体与传播学院,王婧,2.0,15,17.0,(2025-2026-1)-CIM3153-01,闵行,必修,星期二第1-2节{11周};星期二第1-3节{1-10周},False,False,morning
FT1220,视听语言,媒体与传播学院,邵奇,2.0,10,10.0,(2025-2026-1)-FT1220-01,闵行,必修,星期二第1-2节{11周};星期二第1-3节{1-10周},False,False,morning
BME3401,生物化学,生物医学工程学院,罗洁,3.0,40,40.0,(2025-2026-1)-BME3401-01,闵行,限选,星期二第1-2节{1-16周};星期四第7-8节{2-16周(双)},False,False,morning
PE3409E,热能动力工程,智慧能源创新学院,陈金伟,2.0,30,31.0,(2025-2026-1)-PE3409E-01,闵行,必修,星期二第1-2节{1-16周},False,False,morning
FOST3421,食品风味科学与感官评定,农业与生物学院,王文利,2.5,10,14.0,(2025-2026-1)-FOST3421-01,闵行,限选,星期二第1-2节{1-12周};星期四第9-10节{1-12周},False,False,morning
AU7013H,线性系统理论(研）,研究生院,李贤伟,3.0,0,20.0,AU7013H-032-M01,闵行,nan,星期二第1-2节{1-12周};星期五第3-4节{1-12周},False,False,morning
ME4805,工程统计与质量,机械与动力工程学院,陈震,3.0,30,30.0,(2025-2026-1)-ME4805-01,闵行,交叉课程,星期二第1-2节{1-12周};星期四第3-4节{1-12周},False,False,morning
MATH2030J,离散数学（J类）,密西根学院,蔡润泽,4.0,0,20.0,(2025-2026-1)-MATH2030J-01,闵行,限选,星期二第1-2节{1-14周};星期四第1-2节{1-14周};星期五第1-2节{1-13周(单)},False,False,morning
PHY1621,力学,致远学院,张骏,3.0,33,27.0,(2025-2026-1)-PHY1621-01,闵行,必修,星期二第1-2节{1-15周(单)};星期四第7-8节{1-16周},False,False,morning
EST2302,半导体物理与器件,集成电路学院（信息与电子工程学院）,周林杰,3.0,30,30.0,(2025-2026-1)-EST2302-01,闵行,"必修,限选",星期二第1-2节{1-15周(单)};星期五第7-8节{1-16周},False,False,morning
EST2302,半导体物理与器件,集成电路学院（信息与电子工程学院）,李雨,3.0,30,30.0,(2025-2026-1)-EST2302-02,闵行,"必修,限选",星期二第1-2节{1-15周(单)};星期五第7-8节{1-16周},False,False,morning
EST2302,半导体物理与器件,集成电路学院（信息与电子工程学院）,邱辞源,3.0,30,30.0,(2025-2026-1)-EST2302-03,闵行,"必修,限选",星期二第1-2节{1-15周(单)};星期五第7-8节{1-16周},False,False,morning
ICE2304,机器学习,集成电路学院（信息与电子工程学院）,张重阳,3.0,44,44.0,(2025-2026-1)-ICE2304-01,闵行,必修,星期二第1-2节{1-15周(单)};星期四第7-8节{1-16周},False,False,morning
ICE2304,机器学习,集成电路学院（信息与电子工程学院）,丁晓伟,3.0,43,44.0,(2025-2026-1)-ICE2304-02,闵行,必修,星期二第1-2节{1-15周(单)};星期四第7-8节{1-16周},False,False,morning
